Date,Open,High,Low,Close,Adj Close,Volume
08-12-2017,406.75,413.700012,406.5,411.049988,411.049988,2497430
11-12-2017,412,415.350006,409.299988,410.200012,410.200012,368376
12-12-2017,411,415.700012,405.549988,405.700012,405.700012,1407417
13-12-2017,406.25,409.700012,400,401.850006,401.850006,409532
14-12-2017,403.350006,404.200012,398.549988,402.799988,402.799988,285975
15-12-2017,406.200012,409,404.049988,405.149994,405.149994,325973
18-12-2017,401.700012,409.600006,389.75,405.5,405.5,528293
19-12-2017,408.899994,420.399994,408,419.25,419.25,922779
20-12-2017,422,427.5,419.299988,421.950012,421.950012,710303
21-12-2017,422.549988,426.100006,418.950012,420.25,420.25,330655
22-12-2017,421,425.950012,420.299988,421.899994,421.899994,352495
26-12-2017,422.100006,424.700012,421.299988,423.600006,423.600006,177365
27-12-2017,425,427.950012,420.350006,422.5,422.5,217274
28-12-2017,424,424,416.25,418.399994,418.399994,222704
29-12-2017,418.5,432.5,417.399994,431.200012,431.200012,552476
01-01-2018,432.200012,436.450012,422.850006,425.399994,425.399994,524326
02-01-2018,429.700012,440.200012,422.100006,438.850006,438.850006,1316818
03-01-2018,439.5,441.450012,432.25,433.200012,433.200012,526955
04-01-2018,430,433,426.049988,429.700012,429.700012,430531
05-01-2018,432,436.299988,430.100006,430.799988,430.799988,358825
08-01-2018,433.700012,436.399994,431.799988,433.700012,433.700012,377823
09-01-2018,434.75,443.549988,433.350006,436.549988,436.549988,611751
10-01-2018,438.850006,439.399994,431.5,432.5,432.5,308664
11-01-2018,432.549988,437.5,432.549988,434.450012,434.450012,199587
12-01-2018,438.299988,440.899994,432.149994,436.149994,436.149994,338549
15-01-2018,438.700012,439.899994,430.299988,431.75,431.75,221532
16-01-2018,432,435.299988,420,421.799988,421.799988,437771
17-01-2018,422.850006,425,410.799988,422.75,422.75,2714535
18-01-2018,422.350006,427.75,414.799988,418.799988,418.799988,439932
19-01-2018,419.75,421.899994,415.200012,418.950012,418.950012,239133
22-01-2018,419,424.200012,418.649994,421.549988,421.549988,156097
23-01-2018,422.100006,422.100006,414.75,418.049988,418.049988,365515
24-01-2018,417.75,417.75,402.5,403.600006,403.600006,765278
25-01-2018,402.25,408,399,400.200012,400.200012,559942
29-01-2018,401.149994,406,398.049988,399.299988,399.299988,335015
30-01-2018,399.100006,402.200012,395.299988,396.200012,396.200012,407917
31-01-2018,396.200012,401,395.75,399.25,399.25,348600
01-02-2018,401,403.850006,391.049988,394.649994,394.649994,551822
02-02-2018,391,397.25,381.649994,384.049988,384.049988,649423
05-02-2018,381.649994,398.399994,380.450012,396.049988,396.049988,723112
06-02-2018,368,379.600006,357,374.450012,374.450012,2009877
07-02-2018,388,388,375.299988,377.5,377.5,1890021
08-02-2018,381,381,372.700012,374.850006,374.850006,1041768
09-02-2018,370,373.100006,368.5,369.200012,369.200012,614888
12-02-2018,372,376.25,370.350006,372.450012,372.450012,469444
14-02-2018,373.899994,382.399994,371.200012,376.850006,376.850006,600577
15-02-2018,379,382.399994,373.850006,376.149994,376.149994,585612
16-02-2018,377.25,379.399994,368.299988,370.549988,370.549988,500663
19-02-2018,371.950012,374,363.5,367.75,367.75,431513
20-02-2018,370,370.700012,366.5,368.899994,368.899994,228993
21-02-2018,370.299988,374,363,364.350006,364.350006,454904
22-02-2018,364,364,357.899994,358.549988,358.549988,451987
23-02-2018,357.549988,364.5,357.549988,360.450012,360.450012,486548
26-02-2018,362,373.5,362,372.049988,372.049988,611335
27-02-2018,375,376.799988,370.549988,372.850006,372.850006,365754
28-02-2018,369,373.5,367.049988,370.200012,370.200012,357224
01-03-2018,367.899994,376.25,367.899994,370.850006,370.850006,593743
05-03-2018,370.850006,370.850006,351,352.149994,352.149994,888581
06-03-2018,356.950012,358,345,346.600006,346.600006,786916
07-03-2018,345,354.899994,342.899994,348,348,844076
08-03-2018,350.549988,351.799988,341.75,345.899994,345.899994,471093
09-03-2018,345,348.700012,340.649994,341.700012,341.700012,487081
12-03-2018,344.549988,353.049988,340.649994,352.200012,352.200012,522985
13-03-2018,351.950012,356.350006,350.049988,353.75,353.75,391607
14-03-2018,352.850006,354.950012,349.799988,354.149994,354.149994,269680
15-03-2018,355,358.399994,351.299988,353.049988,353.049988,2625555
16-03-2018,352.899994,352.899994,339,340.100006,340.100006,707153
19-03-2018,341.899994,342.450012,332.549988,335.75,335.75,559922
20-03-2018,335.75,340.399994,333.399994,339.25,339.25,366544
21-03-2018,340,342.299988,332.600006,333.899994,333.899994,494549
22-03-2018,339.799988,339.899994,335,338.200012,338.200012,481307
23-03-2018,331,335,330.100006,331.100006,331.100006,496525
26-03-2018,330,333.700012,324.5,332.049988,332.049988,629409
27-03-2018,333.899994,335.700012,330,331.049988,331.049988,432538
28-03-2018,331.25,333.75,326.149994,327.450012,327.450012,494682
02-04-2018,335,340,332,338.799988,338.799988,459555
03-04-2018,339.350006,344.700012,337.450012,343.350006,343.350006,574172
04-04-2018,349.850006,363.450012,346.100006,355.700012,355.700012,1476617
05-04-2018,364.799988,372.399994,360.399994,363.600006,363.600006,2198237
06-04-2018,363.5,368.25,356.600006,363.850006,363.850006,653999
09-04-2018,363.899994,368.399994,357,358.299988,358.299988,494256
10-04-2018,360.950012,362.450012,352,353.399994,353.399994,474398
11-04-2018,354.100006,357.100006,350.700012,355.299988,355.299988,373758
12-04-2018,359.299988,363.950012,356.850006,358.049988,358.049988,734607
13-04-2018,359,360.600006,354.450012,356.649994,356.649994,259261
16-04-2018,351.5,352.5,337.899994,338.950012,338.950012,1281628
17-04-2018,341.399994,344.299988,333.100006,336.899994,336.899994,701127
18-04-2018,338,339.950012,334.100006,335.5,335.5,399398
19-04-2018,336,337,332.5,334.850006,334.850006,387920
20-04-2018,336,343,334.799988,336.25,336.25,802632
23-04-2018,337,339.649994,333,333.5,333.5,1076670
24-04-2018,334,335.5,330.850006,331.549988,331.549988,450969
25-04-2018,330.549988,333.950012,327.899994,328.649994,328.649994,478076
26-04-2018,328.25,335.649994,326.100006,330.299988,330.299988,686464
27-04-2018,332.149994,337.549988,331.350006,336.799988,336.799988,512142
30-04-2018,338.950012,342.700012,337.399994,340.200012,340.200012,436277
02-05-2018,349.75,352,335.100006,336,336,1159632
03-05-2018,335,335.5,329.450012,333.450012,333.450012,1062017
04-05-2018,335.700012,337.5,329.5,334.25,334.25,474047
07-05-2018,337.5,337.5,333.899994,335.049988,335.049988,243640
08-05-2018,339.200012,339.200012,330.299988,332.100006,332.100006,354371
09-05-2018,332.100006,346.75,331.100006,341.350006,341.350006,999911
10-05-2018,343.100006,344.299988,332.5,333.350006,333.350006,782878
11-05-2018,335.399994,335.399994,330,330.75,330.75,484582
14-05-2018,332.5,333.899994,323.149994,324.149994,324.149994,684086
15-05-2018,323.950012,324,305.75,310.25,310.25,1299902
16-05-2018,310.700012,315.399994,306.799988,310.399994,310.399994,749847
17-05-2018,312,319.350006,309.600006,315.149994,315.149994,1151045
18-05-2018,315,315.100006,304,305.25,305.25,716253
21-05-2018,304.200012,307.350006,295.100006,296.549988,296.549988,759795
22-05-2018,296,312.5,296,307.75,307.75,1238907
23-05-2018,310.5,317,305.649994,309.25,309.25,1179567
24-05-2018,301.5,307.600006,284.700012,288.950012,288.950012,3260752
25-05-2018,288.649994,296.899994,286.25,294.200012,294.200012,1120841
28-05-2018,294.899994,300,290.450012,296.200012,296.200012,648033
29-05-2018,296.299988,300.200012,293,294.600006,294.600006,575018
30-05-2018,290.899994,292.399994,286.25,288.950012,288.950012,777993
31-05-2018,290.799988,291.149994,282,282.899994,282.899994,1137096
01-06-2018,286.649994,290.5,283.399994,287.200012,287.200012,1259799
04-06-2018,291.600006,294.799988,286.100006,286.649994,286.649994,791666
05-06-2018,286,288.299988,283.700012,285.350006,285.350006,526276
06-06-2018,286.049988,296.700012,285.549988,295.5,295.5,1272388
07-06-2018,297,306.450012,295.600006,305.299988,305.299988,1363470
08-06-2018,306.799988,315,302.600006,310.049988,310.049988,1468816
11-06-2018,311.799988,313.899994,307.049988,309.850006,309.850006,1007575
12-06-2018,310,313.5,307.100006,308,308,497309
13-06-2018,308.200012,311,307,308.149994,308.149994,519926
14-06-2018,308.450012,309.700012,303.899994,305.75,305.75,464091
15-06-2018,306,307.75,300.75,303.200012,303.200012,470004
18-06-2018,303.549988,310.799988,302.049988,308.75,308.75,681093
19-06-2018,309,312.649994,303.450012,304.649994,304.649994,834498
20-06-2018,304.700012,308.299988,304,305.600006,305.600006,427023
21-06-2018,306.200012,308.549988,305.549988,306.549988,306.549988,299929
22-06-2018,308.450012,308.899994,303.200012,308.149994,308.149994,400433
25-06-2018,308.149994,308.149994,288,289.850006,289.850006,1375019
26-06-2018,289.700012,289.700012,275.399994,277.350006,277.350006,2005780
27-06-2018,279,279.5,270.100006,271.200012,271.200012,1308895
28-06-2018,271.200012,272.450012,262.5,263.899994,263.899994,1266377
29-06-2018,265,270.5,263,269.299988,269.299988,1674053
02-07-2018,276,277,266.100006,267.25,267.25,1208787
03-07-2018,268.100006,272,267.549988,269.5,269.5,1812909
04-07-2018,269.600006,271.399994,265.799988,267,267,776527
05-07-2018,264,264,252.550003,261.5,261.5,1464421
06-07-2018,261.600006,273,261.600006,271.149994,271.149994,1277833
09-07-2018,273.5,276.899994,272.399994,273.350006,273.350006,767978
10-07-2018,276.799988,276.899994,273.200012,275.399994,275.399994,464022
11-07-2018,277,277.100006,267.200012,267.850006,267.850006,701287
12-07-2018,269.950012,271.899994,265.5,266.5,266.5,714458
13-07-2018,267.799988,269.299988,263.299988,264.149994,264.149994,636806
16-07-2018,261.149994,261.799988,250.75,251.550003,251.550003,1599394
17-07-2018,254.399994,259,252.300003,257.600006,257.600006,1429516
18-07-2018,259.899994,259.899994,247.550003,251.949997,251.949997,803100
19-07-2018,253.800003,257.75,251.350006,252.449997,252.449997,638977
20-07-2018,252.449997,254,251.199997,253.399994,253.399994,410202
23-07-2018,255.300003,259.299988,251.350006,258.25,258.25,559578
24-07-2018,259.299988,263.75,257.700012,259.200012,259.200012,688105
25-07-2018,259.5,261.75,256.100006,257.299988,257.299988,557669
26-07-2018,258.149994,262.950012,257.5,258.5,258.5,1161859
27-07-2018,259.649994,269.100006,258.649994,267.700012,267.700012,1121941
30-07-2018,269.350006,271.700012,266.25,267.299988,267.299988,589717
31-07-2018,268.600006,270.5,262.5,264.149994,264.149994,764757
01-08-2018,248,267.299988,248,264.950012,264.950012,3249106
02-08-2018,264.5,266.100006,258.899994,260.950012,260.950012,1001648
03-08-2018,262.600006,263.799988,257.700012,258.75,258.75,743398
06-08-2018,260.950012,261.850006,253.149994,254.699997,254.699997,842806
07-08-2018,255,255.949997,251,251.850006,251.850006,1220335
08-08-2018,253.050003,258.399994,252.100006,255,255,879631
09-08-2018,257,260.5,255,257.5,257.5,586850
10-08-2018,261.350006,261.350006,249.899994,250.25,250.25,953312
13-08-2018,249.550003,249.550003,243.25,248.550003,248.550003,1566376
14-08-2018,248.699997,249.899994,247.5,248.699997,248.699997,477144
16-08-2018,247.5,252.75,245,251.149994,251.149994,687994
17-08-2018,253.600006,258.950012,253.399994,257.350006,257.350006,706164
20-08-2018,262,271.899994,259.450012,269.549988,269.549988,1787015
21-08-2018,271.049988,274.600006,266.899994,269.049988,269.049988,1457193
23-08-2018,269.700012,269.700012,256.399994,257.399994,257.399994,1408104
24-08-2018,256.350006,258.600006,255.050003,255.600006,255.600006,713958
27-08-2018,257.899994,259.5,256.649994,258.899994,258.899994,630305
28-08-2018,261,263.200012,259.299988,260.299988,260.299988,699602
29-08-2018,260.5,263.700012,260.5,261.600006,261.600006,407775
30-08-2018,261.850006,263,259.100006,259.649994,259.649994,370471
31-08-2018,259,268.200012,258.200012,267.100006,267.100006,834884
03-09-2018,271.700012,273,265.450012,266.700012,266.700012,1083047
04-09-2018,270.600006,271.049988,260.649994,262.049988,262.049988,1025120
05-09-2018,260,270.649994,255.449997,265.549988,265.549988,1120294
06-09-2018,271,272,264.049988,269.950012,269.950012,1168857
07-09-2018,270.799988,279.950012,269.200012,277.5,277.5,2165591
10-09-2018,276.299988,282,272,275.549988,275.549988,2087453
11-09-2018,277.399994,278.850006,266,267.200012,267.200012,726352
12-09-2018,269.799988,269.799988,259,262.649994,262.649994,1366439
14-09-2018,265.149994,269.299988,263.350006,266.450012,266.450012,707305
17-09-2018,264.700012,264.700012,259.5,260.200012,260.200012,684453
18-09-2018,258.200012,259.649994,250.699997,251.449997,251.449997,1038105
19-09-2018,252.399994,255.149994,251.149994,252.699997,252.699997,631766
21-09-2018,254.75,257.700012,229.050003,250.199997,250.199997,1552086
24-09-2018,251.800003,251.800003,239.350006,240.25,240.25,897977
25-09-2018,240,243.399994,235.399994,240.899994,240.899994,1033377
26-09-2018,242,244,229.800003,233.300003,233.300003,3202783
27-09-2018,235.100006,236.800003,223.5,225.550003,225.550003,1699432
28-09-2018,228,230.600006,219.649994,223.449997,223.449997,987322
01-10-2018,224.300003,230.5,220.050003,229.25,229.25,818192
03-10-2018,230,232.75,226,227.550003,227.550003,732631
04-10-2018,225,230.649994,221.600006,223.25,223.25,1034983
